1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 r 1 r 1 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 d 0 0 c 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0 2 1 r r 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 2 2 1 1 1 1 1 1 1 1 r 2 0 0 0 0 0 0 0 0 0 w 1
1 w 0 0 2 2 2 0 0 1 r 1 1 1 1 1 1 1 1 1 r 2 0 0 0 0 0 0 0 0 w 1
1 w 0 0 0 0 1 r r 1 1 1 1 1 1 1 1 1 1 1 1 r 0 0 0 0 0 0 0 0 2 1
1 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 2 r 1 1
1 1 r 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 r r 1 1
1 1 r 2 r 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 r r r 1 1
1 1 1 r r r 2 0 0 0 0 w 0 0 0 P 0 0 0 w 0 0 0 0 0 2 r r 1 0 1 1
1 1 1 r 1 r r 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 r r r 1 1 0 1 1
1 1 1 r 1 1 r r r r 1 1 1 r 1 1 1 r 1 1 1 r r r r r 1 1 1 1 1 1
1 1 1 1 1 1 1 r r r 1 1 1 r 1 1 1 r 1 1 1 r r r r 1 1 1 1 1 1 1
